"TP_PORT_NY","","","0000000","00000","","","0","","","","20060425","NERLICH","","","0005","","US","","","Port New York","","","","GREEN ISLAND","ALBANY","","","","NY","TP US","","","E","","","","","","","","","","","","","","","","","","","","PORT NEW YORK","","GREEN ISLAND","","00000000","","","00000000","","","","","","","","3300111401",""
"0000003903","","","0000000","00000","","TRAD","0","","","","20020918","TIERNEY","","","0001","","US","","","Elway Industries","","","","LAFAYETTE","BOULDER","","","80026","CO","ELEC","","","E","","","","","","300 Waneka Parkway","","","","","","","","X","","","","","","ELWAY INDUSTRIES","","LAFAYETTE","","00000000","","","00000000","","","","","","","","0601302901",""
"T-K515D04","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 04","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-04","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 04","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"0000003904","","","0000000","00000","","TRAD","0","","","","20020918","TIERNEY","","","0001","","US","","","JSS of America","","","","ALEXANDRIA","ALEXANDRIA (IND CITY","","","22306","VA","ELEC.","","","E","","","","","","7910 Richmond Hwy","","","","","","","","X","","","","","","JSS OF AMERICA","","ALEXANDRIA","","00000000","","","00000000","","","","","","","","4751000201",""
"TP_TRN_MX","Company","","0000000","00000","","","0","","","","20060426","NERLICH","","","0005","","MX","","","Train Station Mexico","","","","Mexico City","","","","","DF","TP US","","","E","","","","","","","","","","","","","","","","","","","","TRAIN STATION MEXICO","","MEXICO CITY","","00000000","","","00000000","","","","","","","","",""
"T-K515D05","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 05","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-05","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 05","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K515D06","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 06","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-06","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 06","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TP_TRN_WI","Company","","0000000","00000","","","0","","","","20060426","NERLICH","","","0005","","US","","","Train Station Wichita","","","","Wichita","SEDGWICK","","","","KS","TP US","","","E","","","","","","","","","","","","","","","","","","","","TRAIN STATION WICHITA","","WICHITA","","00000000","","","00000000","","","","","","","","1717308601",""
"T-K515D07","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 07","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-07","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 07","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TP_US_L_01","Company","","0000000","00000","","","0","","","","20060426","NERLICH","","","0005","","US","","","TSP Land Transportation US 01","","","","CHOCCOLOCCO","CALHOUN","","","","","TP US","","","E","","","","","","","","","","","","","","","","","","","","TSP LAND TRANSPORTATION U","","CHOCCOLOCCO","","00000000","","","00000000","","","","","","","","0101542081",""
"T-K515D08","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 08","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-08","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 08","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TP_US_L_02","Company","","0000000","00000","","","0","","","","20060426","NERLICH","","","0005","","US","","","TSP Land Transportation US 02","","","","PRATTVILLE","AUTAUGA","","","","","TP US","","","E","","","","","","","","","","","","","","","","","","","","TSP LAND TRANSPORTATION U","","PRATTVILLE","","00000000","","","00000000","","","","","","","","0100108701",""
"T-K515D09","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 09","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-09","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 09","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K515D10","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 10","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-10","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 10","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TP_US_L_03","Company","","0000000","00000","","","0","","","","20060426","NERLICH","","","0005","","US","","","TSP Land Transportation US 03","","","","JONES","AUTAUGA","","","","","TP US","","","E","","","","","","","","","","","","","","","","","","","","TSP LAND TRANSPORTATION U","","JONES","","00000000","","","00000000","","","","","","","","0100141541",""
"T-K515D11","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 11","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-11","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 11","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TP_US_SUP1","","","0000000","00000","","","0","","","","20060509","NERLICH","","","LIFA","","US","","","","","","","MOSCA","ALAMOSA","","","","CO","TP US","","","E","","","","","","","","","","","","","","","","","","","","","","MOSCA","","00000000","","","00000000","","","","","","","","0600315931",""
"T-K515D12","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 12","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-12","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 12","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"0000003905","","","0000000","00000","","TRAD","0","","","","20020918","TIERNEY","","","0001","","US","","","Greenville Manufacturers","","","","SPARTANBURG","SPARTANBURG","","","29301","SC","ELEC","","","E","","","","","","7600 Grennville Hwy.","","","","","","","","X","","","","","","GREENVILLE MANUFACTURERS","","SPARTANBURG","","00000000","","","00000000","","","","","","","","4108306101",""
"TP_US_SUP2","","","0000000","00000","","","0","","","","20060509","NERLICH","","","LIFA","","US","","","","","","","SMOKY HILL","ADAMS","","","","CO","TP US","","","E","","","","","","","","","","","","","","","","","","","","","","SMOKY HILL","","00000000","","","00000000","","","","","","","","0600100301",""
"T-K515D13","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 13","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-13","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 13","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"0000003906","","","0000000","00000","","TRAD","0","","","","20020918","TIERNEY","","","0001","","US","","","Dynasty","","","","COLBY","THOMAS","","","67701","KS","ELEC","","","E","","","","","","1915 South Range Ave.","","","","","","","","X","","","","","","DYNASTY","","COLBY","","00000000","","","00000000","","","","","","","","1719301501",""
"T-K515D14","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 14","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-14","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 14","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"0000003910","Company","","0000000","00000","","","0","","","","19941107","SACHSE","","","0001","0000003910","US","","","Infix Corporation","","","","FOSTER CITY","SAN MATEO","","","94404","CA","CHEM","","","E","","","","","","365 E. Evelyn Av.","","415 - 521 3318","","415 - 521 3399","","","","","","","","","","INFIX CORPORATION","","FOSTER CITY","","00000000","","","00000000","","","","","","","","0508169801",""
"T-K515D15","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 15","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-15","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 15","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"0000003920","","","0000000","00000","","","0","","","","19941107","SACHSE","","","0001","","US","","","Pyramid Systems","","","","SANTA CLARA","SANTA CLARA","","","95050","CA","PYRAMID SY","","","E","","","","","","3912 N. First Av.","","408 - 364 3224","","408 - 364 3299","","","","","","","","","","PYRAMID SYSTEMS","","SANTA CLARA","","00000000","","","00000000","","","","","","","","0508531801",""
"TP_US_S_01","Company","","0000000","00000","","","0","","","","20060426","NERLICH","","","0005","","US","","","TSP Sea Transportation US 01","","","","MARBURY","AUTAUGA","","","","","TP US","","","E","","","","","","","","","","","","","","","","","","","","TSP SEA TRANSPORTATION US","","MARBURY","","00000000","","","00000000","","","","","","","","0100141551",""
"0000003930","","","0000000","00000","","","0","","","","19941107","SACHSE","","","0001","0000007004","US","","","TetPak Inc.","","","","CHICAGO","COOK","","","60606","IL","TETPAK INC","","","E","","","","","","333 West Wacker Drive","","312 - 553 9200","","312 - 553 5151","","","","","","","","","","TETPAK INC.","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"T-K515D16","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 16","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-16","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 16","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K515D17","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 17","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-17","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 17","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TP_US_T_01","Company","","0000000","00000","","","0","","","","20060426","NERLICH","","","0005","","US","","","TSP Train Transportation US 01","","","","BLUE MOUNTAIN","CALHOUN","","","","","TP US","","","E","","","","","","","","","","","","","","","","","","","","TSP TRAIN TRANSPORTATION","","BLUE MOUNTAIN","","00000000","","","00000000","","","","","","","","0101542061",""
"T-K515D18","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 18","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-18","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 18","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TRAINING","","","0000000","00000","","","0","","","","20110120","CRMREMOTE","","","0001","","US","","","Leslie Barry Training","","","","DENVER","DENVER","","","80222","CO","CRMTRAINER","","","","","","","","","466 South Colorado Boulevard","","","","","","","","","","","","","","LESLIE BARRY TRAINING","","DENVER","","00000000","","","00000000","","","","","","","","0603101401",""
"T-K515D19","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 19","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-19","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 19","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K515D20","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 20","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-20","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 20","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TRANS00-01","","","0000000","00000","","","0","","","","20010607","LUBACHESCKI","","","BR01","","BR","","","Transportadora Caxias","","","","Sao Paulo","","","","04511-000","SP","TRANS00-01","","","P","29950201000131","","671000090114","","","Rua Guararapes 11","","","","","","","","","","","","","","TRANSPORTADORA CAXIAS","","SAO PAULO","","00000000","","","00000000","","","","","","","","SP 5030",""
"T-K515D21","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 21","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-21","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 21","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TRM-VENDOR","Firma","","0000000","00000","","","0","","","","20030704","BAHRE","","","VEND","","DE","","","TRM-International","","","","Walldorf","","","","69190","","TRM","","","D","","","","","","Industriestrasse 12","","","","","","","","","","","","","","TRM-INTERNATIONAL","","WALLDORF","","00000000","","","00000000","","","","","","","","",""
"T-K515D22","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 22","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-22","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 22","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K515D23","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 23","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-23","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 23","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TS_CHICAGO","","","0000000","00000","","","0","","","","20080110","NERLICH","","","0005","","US","","","Train Station Chicago","","","","Chicago","COOK","","","60606","IL","TM CHICAGO","","","E","","","","","","255 South Canal Street","","","","","","","","","","","","","","TRAIN STATION CHICAGO","","CHICAGO","","00000000","","","00000000","","","","","","","","1403105101",""
"T-K515D24","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 24","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-24","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 24","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TS_LA","","","0000000","00000","","","0","","","","20080110","NERLICH","","","0005","","US","","","Train Station Los Angeles","","","","Los Angeles","LOS ANGELES","","","90012","CA","TM LA","","","E","","","","","","800 N. Alameda Street","","","","","","","","","","","","","","TRAIN STATION LOS ANGELES","","LOS ANGELES","","00000000","","","00000000","","","","","","","","0503719001",""
"T-K515D25","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 25","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-25","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 25","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K515D26","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 26","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-26","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 26","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"TURFMOOR","Company","","0000000","00000","","","0","","","","20130318","D021406","","","0001","","DE","","","Turfmoor Inc","","","","Walldorf","","","","69190","","TURFMOOR","","","E","","","","","","Turfmoor Street 12","","","","","","","","","","","","","","TURFMOOR INC","","WALLDORF","","00000000","","","00000000","","","","","X","","","",""
"T-K515D27","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 27","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-27","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 27","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K515D28","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 28","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-28","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 28","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"UE-1000","Company","","0000000","00000","","","0","","","","20021125","EILS","","","ZTMM","","DE","","","Müller","","","","Schriesheim","","","","69198","08","SCM520","","","D","","","","","","Zehntgrafenstr. 17","","","","","","","","","","","","","","MÜLLER","","SCHRIESHEIM","","00000000","","","00000000","","","","","X","X","","",""
"T-K515D29","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 29","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-29","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 29","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"UE-1001","Company","","0000000","00000","","","0","","","","20021125","EILS","","","ZTMM","","DE","","","Rieger","","","","Fürth","","","","64658","","SCM520","","","D","","","","","","Schillerstraße 18","","","","","","","","","","","","","","RIEGER","","FÜRTH","","00000000","","","00000000","","","","","X","X","","",""
"T-K515D30","","","0000000","00000","","HITE","0","","","","20030211","BURMANM","","","LIEF","","US","","","Electronic Components Distributor","Gr. 30","","","FOSTER CITY","SAN MATEO","","","94404","","SCM515-30","","","E","","","","","","1082 Tower Lane","","001 650-286-6587","","","","","","","","","","","","ELECTRONIC COMPONENTS DIS","GR. 30","FOSTER CITY","","00000000","","","00000000","","","","","X","X","","0508169801",""
"T-K521A00","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.00","","","Rosenheim","","","","83026","","SCM52100","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.00","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-LA-SP","Company","","0000000","00000","","","0","","","","20060126","MOERS","","","0005","","US","","","LA Harbor","","","","Los Angeles","LOS ANGELES","","","","CA","PORT","","","E","","","","","","","","","","","","","","","","","","","","LA HARBOR","","LOS ANGELES","","00000000","","","00000000","","","","","","","","0503719001",""
"T-K521A01","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.01","","","Rosenheim","","","","83026","","SCM52101","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.01","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"T-K521A02","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.02","","","Rosenheim","","","","83026","","SCM52102","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.02","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEN1","","","0000000","00000","","","0","","","","20030529","HARRISON","","","VEND","","US","","","Universal Chemical Stabilizer Co.","","","","PHILADELPHIA","PHILADELPHIA","","","19101","PA","STABILIZER","","","E","","","","","","1234 Westchester Pike","","","","","","","","","","","","","","UNIVERSAL CHEMICAL STABIL","","PHILADELPHIA","","00000000","","","00000000","","","","","","","","3910130001",""
"T-K521A03","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.03","","","Rosenheim","","","","83026","","SCM52103","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.03","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEN2","","","0000000","00000","","","0","","","","20030529","HARRISON","","","VEND","","US","","","World Colors Incorporated","","","","PHILADELPHIA","PHILADELPHIA","","","","PA","COLORS","","","E","","","","","","","","","","","","","","","","","","","","WORLD COLORS INCORPORATED","","PHILADELPHIA","","00000000","","","00000000","","","","","","","","3910130001",""
"T-K521A04","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.04","","","Rosenheim","","","","83026","","SCM52104","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.04","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"T-K521A05","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.05","","","Rosenheim","","","","83026","","SCM52105","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.05","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEN3","","","0000000","00000","","","0","","","","20030529","HARRISON","","","VEND","","US","","","Global Additives Ltd.","","","","PHILADELPHIA","PHILADELPHIA","","","","PA","ADDITIVES","","","E","","","","","","","","","","","","","","","","","","","","GLOBAL ADDITIVES LTD.","","PHILADELPHIA","","00000000","","","00000000","","","","","","","","3910130001",""
"T-K521A06","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.06","","","Rosenheim","","","","83026","","SCM52106","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.06","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEN4","","","0000000","00000","","","0","","","","20030529","HARRISON","","","VEND","","US","","","N. A. Sealing Company","","","","PHILADELPHIA","PHILADELPHIA","","","","PA","SEALING","","","E","","","","","","","","","","","","","","","","","","","","N. A. SEALING COMPANY","","PHILADELPHIA","","00000000","","","00000000","","","","","","","","3910130001",""
"T-K521A07","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.07","","","Rosenheim","","","","83026","","SCM52107","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.07","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"T-K521A08","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.08","","","Rosenheim","","","","83026","","SCM52108","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.08","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEN5","","","0000000","00000","","","0","","","","20030529","HARRISON","","","VEND","","US","","","Interstate Transport Comp.","","","","PHILADELPHIA","PHILADELPHIA","","","","PA","TRANSPORT","","","E","","","","","","","","","","","","","","","","","","","","INTERSTATE TRANSPORT COMP","","PHILADELPHIA","","00000000","","","00000000","","","","","","","","3910130001",""
"T-K521A09","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.09","","","Rosenheim","","","","83026","","SCM52109","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.09","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEN6","","","0000000","00000","","","0","","","","20030529","HARRISON","","","VEND","","US","","","Total Chemical Company","","","","PHILADELPHIA","PHILADELPHIA","","","","PA","CHEMICAL","","","E","","","","","","","","","","","","","","","","","","","","TOTAL CHEMICAL COMPANY","","PHILADELPHIA","","00000000","","","00000000","","","","","","","","3910130001",""
"T-K521A10","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.10","","","Rosenheim","","","","83026","","SCM52110","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.10","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"T-K521A11","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.11","","","Rosenheim","","","","83026","","SCM52111","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.11","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEND1","","","0000000","00000","","","0","","","","20020314","LAIL","","","VEND","","US","","","Supplier - One","","","","NEW ORLEANS","ORLEANS","","","70112","LA","US DETERGE","","","E","","","","","","1000 Industrial Hwy","","","","","","","","","","","","","","SUPPLIER - ONE","","NEW ORLEANS","","00000000","","","00000000","","","","","","","","1907106601",""
"T-K521A12","","","0000000","00000","","TRAD","0","","","","20030313","CATT_USER","","","ZTMM","","DE","","","Humpert u. Töchter GmbH","Gr.12","","","Rosenheim","","","","83026","","SCM52112","","","D","","","","","","Mosbachstr. 190","","","","","","","","","","","","","","HUMPERT U. TÖCHTER GMBH","GR.12","ROSENHEIM","","00000000","","","00000000","","","","","X","X","","",""
"US-VEND2","","","0000000","00000","","","0","","","","20020314","LAIL","","","VEND","","US","","","Supplier - Two","","","","WILMINGTON","NEW CASTLE","","","19801","DE","US CHEMICA","","","E","","","","","","1 US Plaza","","","","","","","","","","","","","","SUPPLIER - TWO","","WILMINGTON","","00000000","","","00000000","","","","","","","","0800301001",""
"US-VEND3","","","0000000","00000","","","0","","","","20020314","LAIL","","","VEND","","US","","","Supplier - Three","","","","CLEVELAND","CUYAHOGA","","","44101","OH","ABC","","","E","","","","","","301 Airport Blvd.","","","","","","","","","","","","","","SUPPLIER - THREE","","CLEVELAND","","00000000","","","00000000","","","","","","","","3603505101",""
"US-VEND4","","","0000000","00000","","","0","","","","20020314","LAIL","","","VEND","","US","","","Supplier - Four","","","","KANSAS CITY","JACKSON","","","64101","MO","WHIPPLE","","","E","","","","","","1 Whipple Way","","","","","","","","","","","","","","SUPPLIER - FOUR","","KANSAS CITY","","00000000","","","00000000","","","","","","","","2609506901",""
"US1444","","","0000000","00000","","","0","","","","20120824","TCS_DEMO_2ND","","","0003","","US","","","US1444","","","","PRATTVILLE","AUTAUGA","","","","","US","","","E","","","","","","","","","","","","","","","","","","","","US1444","","PRATTVILLE","","00000000","","","00000000","","","","","","","","0100108701",""
"US2345","","","0000000","00000","","","0","","","","20120824","TCS_DEMO_2ND","","","0003","","US","","","US2345","","","","PRATTVILLE","AUTAUGA","","","","","US","","","E","","","","","","","","","","","","","","","","","","","","US2345","","PRATTVILLE","","00000000","","","00000000","","","","","","","","0100108701",""
